person_id,county,city,zip_code,age_group,sex_at_birth,preferred_language
f8f0c4c8f46e6cdd,Graham,Thatcher,85543,18-29,male,English
86b573521968e99a,Graham,Thatcher,85543,65+,female,English
3bad91ab60257fa7,Graham,Safford,85543,65+,male,English
610fdbbfaaa1a4d8,Graham,Safford,85534,45-64,female,English
c69c1792b745d939,Graham,Pima,85543,0-17,female,English
849036d93dee2726,Graham,Thatcher,85543,0-17,female,English
edf1b82caabe225b,Graham,Thatcher,85543,65+,female,English
0b62fe3d0dbbbe61,Graham,Pima,85552,18-29,female,English
08f306e74a1d97db,Graham,Pima,85543,65+,female,Spanish
2573141856d06fd2,Graham,Safford,85543,45-64,female,English
3c64be731faffe4a,Graham,Pima,85552,30-44,female,English
310f2d9fc2776db4,Graham,Pima,85552,0-17,female,English
9b4d3d76981342f4,Graham,Thatcher,85543,45-64,female,Spanish
35546401a76cac98,Graham,Thatcher,85543,30-44,male,English
ee074cc1887c12b3,Graham,Thatcher,85534,18-29,male,English
6b7455ba5a65ab68,Graham,Pima,85552,45-64,female,Spanish
5ae32a151b725d9d,Graham,Thatcher,85552,30-44,male,English
4d0567624c8bb155,Graham,Thatcher,85552,18-29,male,English
a544cd91cf2172b1,Graham,Pima,85543,30-44,male,English
b0423aecf36ced7c,Graham,Safford,85534,18-29,female,English
9edf7e97a8408bfe,Graham,Thatcher,85552,45-64,female,English
62a5f614ef2329cf,Graham,Pima,85552,30-44,female,English
f256b7685b165233,Graham,Safford,85534,45-64,male,Spanish
c6f64a71648a06c2,Graham,Pima,85534,18-29,female,English
e923f9edf46af93d,Graham,Pima,85534,0-17,female,Spanish
b7de23d8fac9b42a,Graham,Safford,85543,45-64,female,Spanish
085a443dd239aeae,Graham,Thatcher,85534,18-29,female,English
55ed9b78bd0f0a8f,Graham,Pima,85534,0-17,male,Spanish
48294b212e92b76d,Graham,Thatcher,85543,65+,male,English
fa4ba3596c660bd8,Graham,Safford,85552,30-44,male,English
adf1e967ff3d2277,Graham,Pima,85552,30-44,male,English
887f1d6a043ffb16,Graham,Thatcher,85552,18-29,female,English
ceecbef373406083,Graham,Thatcher,85534,18-29,female,Spanish
73b8ecebbb3944d7,Graham,Safford,85543,18-29,male,English
af066a764e483c0d,Graham,Thatcher,85543,0-17,female,English
7e9182487b3d7389,Graham,Safford,85552,30-44,female,English
c4a4596280a2c7a6,Graham,Safford,85534,45-64,male,Spanish
9e7f5351c49f4ad2,Graham,Thatcher,85534,30-44,female,Spanish
551fe68d0bfd8072,Graham,Pima,85552,18-29,male,English
2f81dc46e9495ef6,Graham,Thatcher,85534,65+,female,English
e950cb19d90352e0,Graham,Thatcher,85552,30-44,male,English
f2fb41eb02b0294d,Graham,Safford,85534,0-17,male,English
816ac61adee9cf38,Graham,Thatcher,85543,0-17,female,English
35c3f3ea013cd8bc,Graham,Safford,85534,30-44,female,English
da97c745bc270a2d,Graham,Thatcher,85543,30-44,male,English
4e772ec069619552,Graham,Safford,85534,18-29,female,English
f1e74cbd0d59923d,Graham,Safford,85543,45-64,male,English
5b2259f157e25574,Graham,Pima,85534,30-44,male,English
4f1845058129d91b,Graham,Safford,85543,45-64,female,English
ed0e028ef904b193,Graham,Thatcher,85543,45-64,female,English
940a82e3cf1df21b,Graham,Pima,85534,45-64,male,English
3027d46af13325ff,Graham,Pima,85543,18-29,male,Spanish
1b27168a2b5b1a61,Graham,Safford,85534,45-64,female,English
baade8c2a043adf1,Graham,Pima,85534,30-44,female,Spanish
d4fb32b0c1be3bfb,Graham,Pima,85543,45-64,female,Spanish
88b9512168b57d0b,Graham,Safford,85543,0-17,male,Spanish
993ea51d52f9cc37,Graham,Pima,85534,0-17,male,English
a7b3b9b9e1747e3b,Graham,Safford,85534,30-44,female,English
59ad79a7376ce795,Graham,Thatcher,85543,45-64,female,English
174479672471a22e,Graham,Safford,85543,65+,female,English
e52f9b563dc53689,Graham,Pima,85552,30-44,male,English
3e68876a40d7998b,Graham,Pima,85543,18-29,male,Spanish
52b6bb272e91d4c2,Graham,Safford,85534,30-44,female,Spanish
ad9375b2d13175b3,Graham,Thatcher,85543,0-17,male,English
921dc046c7795196,Graham,Safford,85552,65+,male,English
248bcd473a649904,Graham,Safford,85552,65+,male,English
d18e125e172b43fc,Graham,Thatcher,85552,0-17,female,English
172066e7a3f510ec,Graham,Safford,85534,30-44,female,Spanish
ea98498a3fe334fe,Graham,Safford,85534,18-29,female,English
67a689d86345ca38,Graham,Pima,85543,45-64,male,English
c88681d067880a20,Graham,Safford,85543,18-29,male,English
3af4e5fd08a05014,Graham,Pima,85543,65+,male,English
b75cf07c3e6d4a29,Graham,Safford,85543,30-44,male,English
a3e49e002f1048e0,Graham,Pima,85534,45-64,female,English
6261ea9a34706e4f,Graham,Thatcher,85534,65+,male,English
9ff1eb50902c3ad9,Graham,Safford,85552,30-44,female,English
5748c22293037d4a,Graham,Pima,85534,30-44,male,Spanish
82c32040e625294f,Graham,Pima,85552,18-29,female,English
9bf3605028631ca1,Graham,Safford,85534,30-44,male,English
cfdfce0d4c9e0d74,Graham,Pima,85543,65+,male,English
414353eb560072c6,Graham,Thatcher,85543,45-64,female,English
3e7d1c13b7070793,Graham,Safford,85552,30-44,female,English
64d8b3328b86c313,Graham,Thatcher,85543,65+,female,English
f01ba076cef5f1c7,Graham,Safford,85543,30-44,male,Navajo
cce2e06611ea10ec,Graham,Safford,85543,65+,female,English
5be519f1cd1d8030,Graham,Pima,85543,65+,male,English
7890cbe6e81e6ddd,Graham,Safford,85534,0-17,female,English
00b589e1e23800bd,Graham,Pima,85534,18-29,male,English
c7a8bbeeacd77dfa,Graham,Pima,85534,45-64,male,Spanish
21e440513c553bf5,Graham,Thatcher,85552,45-64,male,English
4fe06c2d0e564d93,Graham,Thatcher,85534,45-64,male,English
2aa0e97027d7ce05,Graham,Thatcher,85543,65+,female,Spanish
20d7653bdb574378,Graham,Safford,85552,45-64,male,English
0b76d755d60a8188,Graham,Pima,85543,0-17,male,English
7d92e7d011718263,Graham,Safford,85543,30-44,female,English
a221d55ca5e104dd,Graham,Thatcher,85543,45-64,male,English
7f7b96a5fa144fdb,Graham,Thatcher,85543,0-17,female,English
1623743461e5137e,Graham,Safford,85552,30-44,female,English
67de8dbf6384b6ef,Graham,Pima,85534,45-64,female,English
2d0ad14f3debccfd,Graham,Pima,85552,18-29,male,Spanish
a931b2d5eb11426e,Graham,Safford,85534,18-29,female,English
09d70092688444e4,Graham,Safford,85534,45-64,female,English
d20dea3728ebe189,Graham,Thatcher,85552,45-64,male,English
304132552229c6a6,Graham,Pima,85543,45-64,female,Spanish
f4f80660e3eb1924,Graham,Safford,85552,30-44,male,Spanish
4efebcc02f80ad69,Graham,Pima,85534,18-29,male,English
572cf836633cb5b5,Graham,Thatcher,85534,18-29,male,English
54da8fd0c076cd75,Graham,Safford,85543,18-29,male,English
51e58a89e732bacd,Graham,Thatcher,85552,30-44,male,English
7d121e099cd6137b,Graham,Pima,85534,30-44,male,English
dafb856797f409a4,Graham,Safford,85534,18-29,male,English
f524e9761ae695bc,Graham,Thatcher,85552,65+,female,English
38bdf04fe8ac70cf,Graham,Pima,85543,65+,female,Spanish
7a4120d400ae0525,Graham,Thatcher,85534,65+,male,English
fe6dde0d6b12fd73,Graham,Thatcher,85552,30-44,female,English
76828089a7eeaf4a,Graham,Pima,85552,0-17,female,English
b3955ced2e6ea871,Graham,Thatcher,85543,45-64,female,English
ebd7b60192dca5ff,Graham,Pima,85543,18-29,male,English
3942cc90c19ff8f2,Graham,Safford,85552,18-29,female,Navajo
555f6a811e4ac170,Graham,Pima,85543,18-29,female,English
fedfdb85eddaa14c,Graham,Safford,85552,30-44,male,English
0d4b4c011591730a,Graham,Pima,85534,30-44,male,English
298f786f6c144f72,Graham,Pima,85543,30-44,female,English
14e42c2e9c3c0387,Graham,Pima,85552,45-64,male,English
340a61a5edfe3363,Graham,Pima,85534,30-44,male,Spanish
679b1ce4501782e2,Graham,Pima,85534,18-29,male,Spanish
ddea325320d60330,Graham,Safford,85543,45-64,female,English
de3794f0132f72c9,Graham,Thatcher,85543,18-29,male,Spanish
13325b349d754a3e,Graham,Pima,85543,0-17,female,English
67d34101c922e4af,Graham,Pima,85552,18-29,male,English
f32cf43019aa4444,Graham,Safford,85552,0-17,female,Spanish
260181bc9b919184,Graham,Pima,85552,30-44,male,English
f32ec77c6fbf542c,Graham,Thatcher,85543,0-17,female,English
58ee0c8d7ef88fea,Graham,Safford,85543,65+,female,English
38c737bb20ebaa38,Graham,Safford,85534,0-17,male,English
02c250acf50b9561,Graham,Thatcher,85552,18-29,female,English
4170a3501a985f10,Graham,Safford,85552,45-64,female,English
fc172df90e363f59,Graham,Pima,85552,30-44,male,Spanish
3441f6e3adccf031,Graham,Safford,85552,0-17,female,Spanish
62e5769c96e12cdc,Graham,Pima,85552,30-44,male,English
196922ab0358461e,Graham,Pima,85534,0-17,female,Spanish
251653a412b9b93f,Graham,Thatcher,85543,0-17,female,Spanish
1b2e07aa3aeb79ee,Graham,Pima,85534,30-44,male,English
42363cf4080bd97c,Graham,Safford,85534,45-64,male,English
58b07d5e75721095,Graham,Thatcher,85543,18-29,female,English
0a84f70a3d0220e8,Graham,Safford,85543,0-17,female,English
4e130f543d24dfb9,Graham,Safford,85552,45-64,female,English
04e0b14c6cd3df2f,Greenlee,Morenci,85540,30-44,female,Spanish
7a3288b4ede03147,Greenlee,Duncan,85540,30-44,female,Spanish
f75dfa173c028937,Greenlee,Duncan,85938,65+,female,English
97c5de614f5e1fc9,Greenlee,Duncan,85540,30-44,female,Spanish
e1a98874668d98e2,Greenlee,Morenci,85938,0-17,male,Spanish
d1f3566e7d8be2a5,Greenlee,Duncan,85550,0-17,male,English
c65f58d610315e71,Greenlee,Clifton,85938,65+,female,English
6ba0a6bbe115e393,Greenlee,Morenci,85550,30-44,male,English
79cf3f2b169a9119,Greenlee,Morenci,85938,45-64,male,English
2ca9041e0690040b,Greenlee,Clifton,85540,45-64,female,Spanish
1d8fc86ada09cf0f,Greenlee,Duncan,85938,18-29,male,English
e3f34e3b4be38a44,Greenlee,Clifton,85540,45-64,male,English
8542bf8c136f0974,Greenlee,Duncan,85938,0-17,female,English
cca4d3dc428162f4,Greenlee,Clifton,85550,18-29,male,Spanish
fe4c06db2a8503db,Greenlee,Morenci,85938,0-17,female,English
af1e409719be05e4,Greenlee,Morenci,85938,30-44,female,English
42a0b5ed78ea81bf,Greenlee,Clifton,85938,45-64,male,Navajo
a766d726b5402cb7,Greenlee,Duncan,85938,45-64,male,English
00fe283d0fc84679,Greenlee,Duncan,85550,18-29,male,English
494c4c00824d840b,Greenlee,Duncan,85938,30-44,male,English
ea8ce9cf70dd0dfe,Greenlee,Clifton,85938,18-29,female,English
e87c4fae42ff4544,Greenlee,Clifton,85550,45-64,female,Spanish
241611626c450455,Greenlee,Duncan,85550,30-44,female,English
70ddf317ccd51138,Greenlee,Clifton,85540,45-64,male,English
a28f1daaaf0c9a20,Greenlee,Morenci,85550,30-44,female,English
8405afe902a48c30,Greenlee,Morenci,85550,30-44,male,Spanish
7a53d8af1946c3ba,Greenlee,Clifton,85540,18-29,female,English
abca7530aa291fb3,Greenlee,Clifton,85938,0-17,female,English
e26a8da0faefef4d,Greenlee,Morenci,85550,45-64,female,Spanish
59d0556134cd3f63,Greenlee,Duncan,85550,30-44,male,English
6ca5a82df1322d37,Greenlee,Clifton,85938,45-64,male,Spanish
5166d784e1f05081,Greenlee,Clifton,85540,18-29,female,Navajo
8a68c9aca9e1e096,Greenlee,Duncan,85540,30-44,female,English
01956a1954e9559f,Greenlee,Morenci,85938,65+,male,English
20ba9572ed31b386,Greenlee,Morenci,85540,30-44,male,English
a725227ccb30ba67,Greenlee,Morenci,85540,0-17,male,Spanish
cff230b16c77343c,Greenlee,Morenci,85938,0-17,female,English
e337aa8064ec2607,Greenlee,Morenci,85550,45-64,male,Spanish
1d46b8a3d68eff1a,Greenlee,Clifton,85938,45-64,female,English
f3bdcebacd5d7f8e,Greenlee,Morenci,85938,65+,female,English
be87c59894670388,Greenlee,Duncan,85938,65+,female,Spanish
bb05db02d5ffd0cb,Greenlee,Duncan,85938,45-64,female,Spanish
826da81fddc448ff,Greenlee,Clifton,85550,18-29,female,English
7d76ea38ded44ef2,Greenlee,Morenci,85938,0-17,female,English
d48bbe5217e5b520,Greenlee,Duncan,85938,30-44,female,English
6bfb12f2a8258734,Greenlee,Morenci,85540,65+,male,English
098c7fc88187457c,Greenlee,Clifton,85550,45-64,female,English
00c9d477c30f9237,Greenlee,Clifton,85550,65+,female,English
dd000981d61185cb,Greenlee,Morenci,85550,0-17,male,English
10146bf13da34174,Greenlee,Duncan,85938,30-44,female,English
ce2fe609470a7c58,Greenlee,Duncan,85938,45-64,female,Spanish
e91e668f8a57e3d5,Greenlee,Morenci,85938,0-17,male,Spanish
f4b534a421f6408b,Greenlee,Clifton,85550,18-29,male,Spanish
017cc7b2d14e709d,Greenlee,Clifton,85540,0-17,male,English
64b22cd7a54059c1,Greenlee,Morenci,85540,45-64,male,Spanish
34e91e7062830ba0,Greenlee,Morenci,85550,0-17,female,English
a3cc8cb0e0b97377,Greenlee,Clifton,85550,45-64,male,English
1d0ae56679b71555,Greenlee,Morenci,85938,45-64,female,English
0a89caab022809bb,Greenlee,Morenci,85938,30-44,male,English
b827ab1c3cd51a99,Greenlee,Duncan,85540,65+,female,English
8ad2bd76aecc2ad3,Greenlee,Duncan,85938,30-44,other,English
5bfde1e840d1d79c,Greenlee,Duncan,85938,18-29,male,English
fe7fb52a621a1413,Greenlee,Duncan,85550,0-17,male,English
36f0b5d89bf2e381,Greenlee,Morenci,85540,18-29,female,English
e3f648565cc6ef20,Greenlee,Duncan,85550,18-29,male,English
40d6ea9d6261f935,Greenlee,Clifton,85938,65+,male,English
93f1302f462a3a7f,Greenlee,Duncan,85540,30-44,female,English
5a5ddb4d2f82237f,Greenlee,Clifton,85540,45-64,female,English
ea8954d3a0189f19,Greenlee,Morenci,85550,45-64,male,Navajo
40b0b63333a8fc98,Greenlee,Clifton,85938,65+,female,English
3ad17a4198965955,Greenlee,Clifton,85550,65+,male,English
96da35fd5a1b04a2,Greenlee,Morenci,85540,65+,male,English
7f39a1c6b7874305,Greenlee,Duncan,85550,45-64,male,English
0df69e2ce1f58b1a,Greenlee,Duncan,85540,45-64,female,English
2e6538515b4293d7,Greenlee,Morenci,85550,0-17,other,English
1f4089614f06bba7,Greenlee,Clifton,85540,45-64,female,Spanish
c68a6af0cd834b6d,Greenlee,Morenci,85540,0-17,male,English
d3358f6106546549,Greenlee,Duncan,85938,65+,male,English
192f012cb2d8036e,Greenlee,Duncan,85550,30-44,female,English
a2df2c51ad225b1a,Greenlee,Duncan,85550,65+,female,English
38fc0e3bce8c8909,Greenlee,Duncan,85938,18-29,male,English
170b8610b71625a2,Greenlee,Morenci,85540,30-44,male,English
e69180f8c86a7d2b,Greenlee,Duncan,85938,65+,other,Spanish
9995176a85c17cb9,Greenlee,Duncan,85540,30-44,male,English
50a470a86ccfb8b5,Greenlee,Duncan,85938,65+,female,English
df7a2010286294eb,Greenlee,Duncan,85550,45-64,male,English
97803cd0a6394f95,Greenlee,Morenci,85550,30-44,female,Spanish
e3d1f0886a629d76,Greenlee,Morenci,85550,18-29,female,Spanish
81d774a6a8ad632f,Greenlee,Morenci,85938,45-64,female,English
34bb224a7481b57f,Greenlee,Clifton,85938,0-17,other,Spanish
d97fe2475ac2853a,Greenlee,Clifton,85550,30-44,female,English
a30166d129617646,Greenlee,Morenci,85550,0-17,female,Spanish
c81375b65d9dfff2,Greenlee,Duncan,85540,45-64,male,Spanish
36836f3614c148d4,Greenlee,Morenci,85550,45-64,female,English
3d598bd9221bb2ce,Greenlee,Clifton,85938,65+,female,English
51e9abccf4467daf,Greenlee,Duncan,85540,45-64,male,English
bed823a8cbe52bda,Greenlee,Clifton,85938,30-44,male,English
b928c4088a459a89,Greenlee,Morenci,85540,45-64,male,English
bbe3dab991ee9320,Greenlee,Morenci,85550,30-44,female,Spanish
e0f7b7378ae728fc,Greenlee,Clifton,85550,45-64,female,English
ac9249355f08f73f,Greenlee,Morenci,85540,18-29,male,English
28057e71c670651e,Greenlee,Duncan,85938,65+,female,English
e8fb87dbff342c2f,Greenlee,Morenci,85938,65+,male,English
2e865b5e7bed42a2,Greenlee,Clifton,85550,45-64,female,Spanish
b738296602b5c35b,Greenlee,Clifton,85938,45-64,male,English
bac0aff548393b5a,Greenlee,Duncan,85540,18-29,female,English
4a5d1890ce3a273d,Greenlee,Clifton,85550,0-17,female,English
8b4bd49e157e5a02,Greenlee,Duncan,85550,18-29,female,English
e848dee46cf19ecf,Greenlee,Duncan,85938,65+,female,English
8cb9bba89ad81255,Greenlee,Duncan,85540,0-17,male,English
966eb671bc5cab4d,Greenlee,Duncan,85938,45-64,female,English
8fc51c58b09ed4fc,Greenlee,Morenci,85550,30-44,male,English
cb3a3286dc227c85,Greenlee,Morenci,85938,65+,male,English
41cdac8ef5f8375b,Greenlee,Clifton,85550,45-64,female,English
dba9bfaa23462511,Greenlee,Morenci,85550,0-17,female,Navajo
81384761bad3cfd2,Greenlee,Duncan,85550,0-17,male,English
73cbe3a2b52e38dc,Greenlee,Morenci,85540,45-64,female,English
5d89cedf75422144,Greenlee,Clifton,85540,0-17,male,English
1ec455f566f03662,Greenlee,Clifton,85550,0-17,male,Spanish
46cf7ce28afdd352,Greenlee,Morenci,85550,0-17,female,English
55d901a510fec691,Greenlee,Duncan,85938,65+,male,English
646c498af5de3dd3,Greenlee,Duncan,85540,30-44,female,Spanish
654c7595568e9bd5,Greenlee,Morenci,85540,30-44,male,English
ffc9963e4988fd8a,Greenlee,Morenci,85550,0-17,other,English
3fcdd89fdca184db,Greenlee,Duncan,85550,0-17,female,Spanish
c3be221d9ba608f5,Greenlee,Clifton,85540,30-44,male,English
4fbf9e9a88aa1ba1,Greenlee,Duncan,85550,65+,male,English
037b927ec8d4f1fc,Greenlee,Duncan,85550,45-64,female,English
86944b495753fcab,Greenlee,Duncan,85540,30-44,female,English
f6f252091f032582,Greenlee,Morenci,85938,65+,male,Spanish
38dc66fc45282b4c,Greenlee,Clifton,85550,0-17,male,English
b9e4f03eec0faf34,Greenlee,Clifton,85938,45-64,female,English
f42a979564e6d887,Greenlee,Clifton,85938,30-44,male,English
24007480ff836c52,Greenlee,Morenci,85938,0-17,male,English
40751d22b19019c0,Greenlee,Duncan,85938,0-17,female,English
6a9580ba06869b19,Greenlee,Clifton,85550,45-64,male,English
ec6366a50c635b9b,Greenlee,Clifton,85540,30-44,male,English
53925c0e01c6a99e,Greenlee,Clifton,85550,18-29,male,Spanish
9b2616198f70b4b0,Greenlee,Morenci,85540,65+,male,English
f0f194e969f036f2,Greenlee,Clifton,85540,30-44,female,English
3743032f60fdf017,Greenlee,Morenci,85540,45-64,male,English
884df462e8825008,Greenlee,Clifton,85540,0-17,male,English
eec3856ad94b46bf,Greenlee,Clifton,85540,65+,female,English
8769254893d04ee7,Greenlee,Duncan,85938,30-44,female,English
c13d2fe7586479c0,Greenlee,Morenci,85938,0-17,female,English
219da4462b88c872,Greenlee,Morenci,85540,65+,male,English
d063ba33788d9223,Greenlee,Duncan,85550,45-64,female,Spanish
ef65f704b240b287,Greenlee,Morenci,85550,0-17,female,English
5e329d3555e8ba17,Greenlee,Clifton,85938,18-29,male,English
f1b46beed9bdc366,Greenlee,Morenci,85938,45-64,female,English
94d639081c27e20b,Greenlee,Clifton,85938,65+,male,English
6da1e513517749b9,Greenlee,Duncan,85540,0-17,female,English
4fdd0af5ccb3e890,Greenlee,Morenci,85938,45-64,male,English
9a5a870c5f9ac1e7,Greenlee,Clifton,85938,0-17,male,English
d41b73b815d3fc2a,Greenlee,Clifton,85540,45-64,male,English
1eb6999f5d223c59,Greenlee,Duncan,85938,65+,female,English
7e587c039b5f8eb9,Greenlee,Clifton,85540,45-64,male,English
1eff9a7cbf70599d,Greenlee,Clifton,85550,30-44,female,English
fd6ed17e88266f14,Greenlee,Duncan,85550,0-17,female,English
0516c495ec7d7d00,Greenlee,Duncan,85550,65+,female,English
adbdad9e6fafc092,Greenlee,Duncan,85540,18-29,female,English
265866093ebea9f0,Greenlee,Clifton,85550,18-29,female,English
ee36174ad79fd2a1,Greenlee,Duncan,85938,65+,male,English
497a96105ec89a62,Greenlee,Clifton,85550,65+,female,Navajo
304e092eb0e59012,Greenlee,Morenci,85550,18-29,male,Spanish
7253b2b5257a6b58,Greenlee,Clifton,85550,30-44,female,Spanish
9bc58560530eea22,Greenlee,Duncan,85540,30-44,female,Navajo
869e47ab670a2fd5,Greenlee,Duncan,85540,30-44,female,Spanish
9ef9a177de20e083,Greenlee,Clifton,85550,30-44,female,Spanish
2a4efa90fe4a11cf,Greenlee,Duncan,85550,65+,female,English
75cf2e04e5c24b56,Greenlee,Clifton,85540,30-44,female,English
1f70240da5af2241,Greenlee,Duncan,85938,30-44,male,English
50d39cbe415a0d04,Greenlee,Duncan,85550,0-17,male,English
95c0fabf87e3df16,Greenlee,Duncan,85540,65+,female,Spanish
e27922c6c0e23ac8,Greenlee,Duncan,85540,18-29,male,English
87ab414a259006b2,Greenlee,Duncan,85938,45-64,male,English
42317dcfb0549295,Greenlee,Duncan,85540,30-44,male,English
c8cde39d9cf78b3e,Greenlee,Clifton,85550,18-29,male,English
5082d63341c6c699,Greenlee,Duncan,85938,45-64,male,Spanish
1798700858269c9b,Greenlee,Morenci,85540,30-44,male,Spanish
e594ceacf6a6948a,Greenlee,Duncan,85938,18-29,male,English
e1e974d432d074fd,Greenlee,Morenci,85938,45-64,female,English
7529146447a9fe52,Greenlee,Morenci,85550,30-44,male,English
0fcb3eb61f804e06,Greenlee,Duncan,85938,65+,female,English
65728ad7c5aacb3e,Greenlee,Duncan,85540,0-17,male,English
919fbe95deb1552e,Greenlee,Clifton,85550,65+,female,English
6976faa1d28c22ff,Greenlee,Duncan,85540,30-44,male,English
16eb1bbc8362e17e,Greenlee,Clifton,85550,30-44,male,Spanish
6c06f7d76e4d6082,Greenlee,Morenci,85550,30-44,male,English
297ef04076a4fce2,Greenlee,Clifton,85540,45-64,male,English
6f44bd0432a439f4,Greenlee,Morenci,85938,45-64,female,English
5f818dbdfa8d7b7f,Greenlee,Duncan,85938,30-44,female,English
ab2171a862851c67,Greenlee,Morenci,85540,45-64,female,English
5cb67b8a49ba812a,Greenlee,Clifton,85540,18-29,female,English
d04ca85e72c4d3a1,Greenlee,Duncan,85938,18-29,male,Spanish
fee9d02436329e87,Greenlee,Duncan,85540,0-17,female,Navajo
3eaf3842aed553a0,Greenlee,Clifton,85550,18-29,female,English
ea4b968a26dfcde6,Greenlee,Duncan,85550,65+,female,English
96af9942e199b8ee,Greenlee,Duncan,85550,0-17,female,Spanish
0c64d5963e48c756,Greenlee,Clifton,85550,65+,female,Navajo
ca69c4a9919d7b5f,La Paz,Bouse,85344,45-64,female,Spanish
1a180a26a0a8a655,La Paz,Bouse,85348,0-17,male,Spanish
20fa062de155d9cc,La Paz,Quartzsite,85348,0-17,female,English
9cddfb487e48b530,La Paz,Bouse,85328,18-29,female,Spanish
dff6271c8ebaf4f9,La Paz,Quartzsite,85328,18-29,male,English
308e97cf346ee0ab,La Paz,Parker,85344,18-29,female,Spanish
23bec25f5163844a,La Paz,Bouse,85328,65+,female,English
b73e5eacd488f34f,La Paz,Bouse,85348,65+,male,English
5cc9fc6cac623401,La Paz,Bouse,85344,18-29,female,English
9ebdf40b83a497ba,La Paz,Quartzsite,85344,65+,female,English
74128049fb1262e9,La Paz,Bouse,85344,45-64,female,Spanish
0c611a4fa11bf078,La Paz,Bouse,85344,0-17,male,English
f07843556215b6b4,La Paz,Quartzsite,85344,65+,male,English
064ab06b1ded3353,La Paz,Quartzsite,85328,0-17,male,English
2273a6b2cc318f0a,La Paz,Bouse,85344,45-64,male,English
c4ed56e5115a6b84,La Paz,Quartzsite,85344,30-44,female,Spanish
b3a4c5b3df47e438,La Paz,Bouse,85344,30-44,male,English
1cc0cd19fb154fa9,La Paz,Parker,85328,18-29,male,Spanish
6669c831e2f5d547,La Paz,Parker,85348,45-64,female,English
9650af755d581248,La Paz,Bouse,85328,0-17,male,English
4d5e9503c0632c9b,La Paz,Bouse,85348,18-29,female,English
07fafc48592b657e,La Paz,Bouse,85348,30-44,male,English
e475ded057b1643f,La Paz,Bouse,85348,0-17,female,English
db02c2fc59053095,La Paz,Quartzsite,85344,65+,female,English
61d7b41c50bbfff0,La Paz,Quartzsite,85344,45-64,male,English
377011ee1f712060,La Paz,Bouse,85348,65+,male,Spanish
f5db97dead179d6b,La Paz,Parker,85348,45-64,male,Spanish
cd9e5229e7f2d5d3,La Paz,Bouse,85344,18-29,male,English
c3d9c233ae779291,La Paz,Bouse,85344,45-64,female,English
0e175d17c1361b26,La Paz,Quartzsite,85344,18-29,male,English
bcf40bb6b8b484d6,La Paz,Bouse,85328,45-64,male,English
d7b9501de3216756,La Paz,Bouse,85348,45-64,male,Spanish
8c15096f6b7f60f6,La Paz,Quartzsite,85328,0-17,female,English
48ca828df408d9ff,La Paz,Quartzsite,85348,18-29,male,Spanish
b61fc9d8d50cd3ef,La Paz,Bouse,85344,0-17,female,Spanish
cde75e6d70030f5b,La Paz,Parker,85328,65+,female,English
055ffa84c2429abd,La Paz,Parker,85328,65+,female,Spanish
5b88ca0604c4d2ac,La Paz,Parker,85328,45-64,male,English
d9d38258a47252df,La Paz,Parker,85348,30-44,female,English
aad3f442b70cabd6,La Paz,Parker,85328,18-29,female,English
079f4111dc6d5543,La Paz,Bouse,85328,30-44,female,English
db87cf7ac31a698a,La Paz,Parker,85328,65+,male,Spanish
504dedb8a70d35d8,La Paz,Quartzsite,85328,65+,male,English
2ea8bde63b0c1122,La Paz,Bouse,85328,0-17,male,English
dcff3b27331b28c5,La Paz,Bouse,85328,65+,female,Spanish
2f6591091dccc8a0,La Paz,Bouse,85328,65+,male,Spanish
d0c27ccc59dc2750,La Paz,Quartzsite,85348,30-44,female,Spanish
4c21d208ed8f7664,La Paz,Quartzsite,85344,30-44,male,English
69054fe93fc44d27,La Paz,Quartzsite,85328,30-44,male,English
c6752a2d46544751,La Paz,Bouse,85344,30-44,female,English
c64cadb24efe2c6d,La Paz,Quartzsite,85344,30-44,male,English
84385db65ba9326c,La Paz,Quartzsite,85328,30-44,female,Spanish
4ea002f4f6e94b98,La Paz,Parker,85344,65+,female,English
5bd2f2593c4a884f,La Paz,Quartzsite,85348,0-17,female,English
b3ae9291749c87a3,La Paz,Parker,85328,30-44,male,Navajo
d4ffefa5e7b040da,La Paz,Parker,85328,18-29,female,English
6571a737989a8aef,La Paz,Quartzsite,85328,18-29,female,English
3da5e6f934b7237c,La Paz,Bouse,85348,30-44,male,Spanish
a45c47345d354b74,La Paz,Quartzsite,85344,45-64,male,Navajo
286279d009eb9d11,La Paz,Quartzsite,85328,45-64,female,English
3876983c15cf48b3,La Paz,Parker,85348,65+,female,Spanish
63103606e376d39b,La Paz,Parker,85344,45-64,male,English
9d15cea2ace0bbee,La Paz,Quartzsite,85328,18-29,male,Spanish
a077a6fbceaa1a61,La Paz,Bouse,85344,45-64,female,English
e2b50dd61b57b53e,La Paz,Bouse,85344,30-44,male,English
bb252af98d41ce5d,La Paz,Parker,85344,65+,female,English
01d14abfd96069b6,La Paz,Quartzsite,85344,30-44,female,English
9ec96caa710eab4c,La Paz,Quartzsite,85348,0-17,female,English
bf994c493343dba6,La Paz,Quartzsite,85328,30-44,male,English
59e1fe6477a2dfae,La Paz,Bouse,85344,30-44,male,English
0f4ccf4918c08ebb,La Paz,Quartzsite,85344,30-44,female,English
97d7b2a2752afa89,La Paz,Quartzsite,85344,0-17,male,English
